INDEX,TARGET,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
2190,6088.2212086,0,49,0,8,"$31,873",No,"$123,025",Yes,z_F,<High School,Clerical,41,Private,"$9,830",12,z_SUV,no,"$4,600",2,No,0,1,Highly Urban/ Urban
2192,3822,0,53,0,13,"$61,486",No,$0,z_No,M,Bachelors,z_Blue Collar,32,Commercial,"$24,180",10,Panel Truck,yes,"$19,709",3,Yes,0,10,Highly Urban/ Urban
2193,8067,1,53,1,16,"$63,269",No,"$243,277",Yes,M,Masters,Lawyer,45,Private,"$6,710",7,Pickup,yes,"$3,850",4,No,0,11,Highly Urban/ Urban
2194,1232,0,38,2,11,"$42,229",No,"$167,121",Yes,z_F,<High School,Clerical,21,Commercial,"$23,020",9,Pickup,no,$0,0,No,2,1,Highly Urban/ Urban
2195,7907,2,44,2,,$0,No,"$64,624",Yes,z_F,<High School,Home Maker,40,Private,"$11,910",7,z_SUV,no,"$36,386",2,Yes,2,6,Highly Urban/ Urban
2196,3331,2,62,4,19,"$174,140",No,"$487,307",Yes,z_F,PhD,Manager,20,Private,"$26,310",15,z_SUV,no,$0,0,No,1,17,Highly Urban/ Urban
2198,5610,0,38,0,14,"$50,104",No,"$241,191",Yes,z_F,Masters,Lawyer,44,Private,"$10,310",21,z_SUV,no,"$6,384",2,No,5,12,Highly Urban/ Urban
2199,7862,0,25,3,0,$0,No,$0,Yes,z_F,z_High School,Student,27,Commercial,"$5,950",1,z_SUV,no,$0,0,No,3,1,Highly Urban/ Urban
2200,7833,1,44,1,11,"$75,161",Yes,"$241,237",z_No,z_F,PhD,Doctor,48,Private,"$11,220",1,z_SUV,no,"$6,367",4,No,5,19,Highly Urban/ Urban
2201,3682,0,37,0,11,"$5,590",No,"$90,639",Yes,M,<High School,Clerical,27,Commercial,"$24,770",4,Panel Truck,yes,$0,0,No,0,1,Highly Urban/ Urban
2205,3350,0,28,2,11,"$12,891",No,"$86,839",Yes,z_F,<High School,Home Maker,10,Commercial,"$26,350",1,Pickup,no,"$3,683",2,No,4,5,Highly Urban/ Urban
2207,1683,0,38,2,14,"$21,571",No,"$109,536",Yes,M,<High School,Clerical,24,Private,"$21,990",1,Van,yes,$0,0,No,3,1,Highly Urban/ Urban
2208,6424,0,54,0,14,"$60,115",No,"$188,846",Yes,M,z_High School,z_Blue Collar,27,Commercial,"$8,130",2,Pickup,yes,$0,0,No,0,7,Highly Urban/ Urban
2209,5555,0,30,2,0,$0,No,"$91,900",Yes,z_F,z_High School,Student,60,Commercial,"$4,500",1,z_SUV,no,$0,0,Yes,3,8,Highly Urban/ Urban
2210,35576.722506,0,32,1,13,"$22,243",Yes,$0,z_No,z_F,Bachelors,Home Maker,5,Commercial,"$19,470",13,Pickup,no,$0,0,No,0,10,Highly Urban/ Urban
2211,3549,0,48,0,8,"$36,954",No,$0,z_No,M,z_High School,z_Blue Collar,37,Commercial,"$10,000",1,Pickup,yes,"$3,654",2,No,3,1,Highly Urban/ Urban
2212,8584,0,49,0,0,$0,No,$0,z_No,M,z_High School,Student,24,Commercial,"$6,200",4,Pickup,yes,"$7,304",3,No,2,1,z_Highly Rural/ Rural
2213,346.50324666,0,31,1,7,"$27,439",No,,Yes,z_F,z_High School,z_Blue Collar,26,Private,"$4,500",6,z_SUV,no,"$3,923",2,No,0,1,Highly Urban/ Urban
2214,9249.0766112,0,38,0,9,"$62,290",No,"$223,013",z_No,z_F,Bachelors,z_Blue Collar,22,Commercial,"$11,530",11,Sports Car,no,"$7,003",1,No,2,9,Highly Urban/ Urban
2215,5779,0,33,3,,"$3,068",No,"$92,992",Yes,z_F,z_High School,Home Maker,35,Private,"$5,110",6,z_SUV,no,$0,0,No,0,7,Highly Urban/ Urban
2216,4395,0,46,0,8,"$177,562",No,$0,z_No,M,PhD,Manager,53,Commercial,"$22,110",6,Pickup,no,"$6,935",1,No,3,19,Highly Urban/ Urban
2217,4043,0,48,1,12,"$80,016",Yes,$0,z_No,z_F,Bachelors,Manager,36,Commercial,"$33,550",4,Van,no,$0,0,No,0,7,Highly Urban/ Urban
2220,8696,0,46,0,8,"$23,655",No,"$190,550",Yes,M,<High School,z_Blue Collar,40,Commercial,"$9,340",11,Pickup,yes,"$43,381",1,Yes,4,7,Highly Urban/ Urban
2222,5648,0,27,2,13,"$67,168",Yes,$0,z_No,z_F,Bachelors,Professional,36,Private,"$15,570",6,Minivan,no,$0,0,Yes,0,9,Highly Urban/ Urban
2223,3720,0,46,0,13,"$66,522",No,$0,z_No,z_F,z_High School,z_Blue Collar,36,Commercial,"$19,860",3,z_SUV,no,"$28,642",3,Yes,0,11,Highly Urban/ Urban
2224,1282,0,32,3,10,"$22,901",No,"$87,839",Yes,M,z_High School,Clerical,49,Private,"$13,200",6,Minivan,no,$0,0,Yes,1,6,Highly Urban/ Urban
2225,223.61200145,0,33,2,9,"$31,675",No,"$159,621",Yes,z_F,z_High School,z_Blue Collar,25,Commercial,"$4,800",4,z_SUV,no,$0,0,Yes,0,,Highly Urban/ Urban
2227,1664,0,43,0,10,"$36,115",No,"$176,491",Yes,M,z_High School,z_Blue Collar,46,Commercial,"$11,410",1,Pickup,yes,$0,0,No,3,,Highly Urban/ Urban
2229,2075,1,37,2,16,"$122,598",No,"$307,051",Yes,z_F,PhD,Home Maker,48,Private,"$28,800",6,Pickup,no,"$6,407",1,No,4,12,Highly Urban/ Urban
2230,1132.6339053,0,48,0,12,"$49,551",No,"$218,904",Yes,z_F,Bachelors,Professional,24,Private,"$6,300",1,z_SUV,no,"$6,130",1,No,2,,Highly Urban/ Urban
2231,4220,0,33,2,0,$0,No,$0,Yes,M,Bachelors,Student,45,Commercial,"$21,380",11,Van,yes,"$3,676",1,No,7,7,Highly Urban/ Urban
2233,2573,0,30,4,12,"$58,248",Yes,$0,z_No,M,PhD,,25,Private,"$14,380",1,Minivan,no,$0,0,No,2,,Highly Urban/ Urban
2234,5391,2,67,3,17,"$30,182",No,"$143,293",Yes,z_F,z_High School,Manager,25,Private,"$20,610",4,Sports Car,no,$0,0,No,2,8,Highly Urban/ Urban
2235,8116,0,44,0,9,"$40,069",No,$0,z_No,M,Bachelors,Student,28,Commercial,"$12,070",10,Minivan,yes,"$1,529",3,No,7,,Highly Urban/ Urban
2237,9235,0,26,1,10,"$46,604",Yes,"$164,657",z_No,M,z_High School,z_Blue Collar,55,Commercial,"$8,760",4,Minivan,yes,"$6,188",1,No,9,1,Highly Urban/ Urban
2238,4036,0,39,2,0,$0,No,"$105,472",Yes,z_F,<High School,Home Maker,10,Private,"$5,400",1,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban
2239,4541,0,42,0,11,"$105,796",No,"$290,251",Yes,z_F,Masters,Lawyer,21,Private,"$26,880",4,Sports Car,no,"$20,061",3,Yes,0,12,Highly Urban/ Urban
2240,1882,0,32,3,,"$70,298",No,,Yes,z_F,z_High School,z_Blue Collar,46,Commercial,"$11,730",1,z_SUV,no,"$5,715",2,No,5,6,Highly Urban/ Urban
2242,3049.6950742,0,46,0,10,"$21,238",No,$0,z_No,M,<High School,Clerical,39,Private,"$14,410",1,Minivan,yes,"$9,513",1,No,3,7,Highly Urban/ Urban
2243,3278.407409,0,48,0,10,"$34,606",No,"$163,682",Yes,M,<High School,z_Blue Collar,59,Private,"$3,920",1,Minivan,yes,$0,0,No,1,1,Highly Urban/ Urban
2244,6049,0,24,0,9,"$21,455",No,$0,z_No,M,Bachelors,Professional,8,Private,"$6,050",18,Pickup,yes,"$2,661",3,No,6,5,Highly Urban/ Urban
2246,2200,0,55,0,11,"$39,975",No,"$190,228",Yes,z_F,<High School,Clerical,57,Private,"$11,860",6,Sports Car,no,$0,0,No,0,1,Highly Urban/ Urban
2247,8139,0,25,4,0,$0,No,$0,Yes,z_F,<High School,Student,52,Private,"$17,650",11,Sports Car,no,$0,0,No,3,1,Highly Urban/ Urban
2248,1467,0,63,0,15,"$42,209",No,$0,z_No,M,z_High School,z_Blue Collar,22,Commercial,"$16,850",1,Minivan,no,"$7,199",3,No,1,9,Highly Urban/ Urban
2249,2517,3,45,3,14,"$3,532",No,"$71,734",Yes,z_F,z_High School,Home Maker,35,Private,"$6,350",1,z_SUV,no,"$11,564",2,No,2,6,Highly Urban/ Urban
2250,6499,0,49,0,12,"$50,295",No,"$234,324",z_No,M,Bachelors,z_Blue Collar,38,Commercial,"$10,390",13,Pickup,yes,"$2,319",2,No,1,13,Highly Urban/ Urban
2252,8220.2701211,0,36,2,12,"$53,169",Yes,$0,z_No,z_F,<High School,Clerical,44,Private,"$9,610",6,z_SUV,no,"$3,698",2,No,5,1,z_Highly Rural/ Rural
2253,2528,0,32,1,10,"$6,930",No,$0,Yes,M,z_High School,Student,42,Commercial,"$23,660",4,Panel Truck,yes,"$4,415",1,No,1,8,Highly Urban/ Urban
2254,1483,0,37,0,10,"$86,754",No,$0,z_No,z_F,PhD,Lawyer,21,Private,"$13,880",1,Sports Car,no,"$31,966",3,Yes,2,13,Highly Urban/ Urban
2257,5429,0,48,0,11,"$11,515",No,$0,Yes,M,z_High School,Student,20,Private,"$10,230",4,Minivan,no,$0,0,No,2,1,Highly Urban/ Urban
2258,5424,1,45,1,14,"$26,156",No,"$179,165",Yes,z_F,Bachelors,Professional,48,Private,"$14,460",1,z_SUV,no,"$28,959",1,Yes,0,10,Highly Urban/ Urban
2260,2927.17268,0,55,0,2,"$38,371",No,,Yes,z_F,z_High School,z_Blue Collar,44,Commercial,"$12,820",1,z_SUV,no,$0,0,No,6,9,Highly Urban/ Urban
2261,4592,0,41,0,12,"$14,129",No,,Yes,M,<High School,Clerical,54,Private,"$15,210",13,Minivan,yes,"$34,575",2,Yes,7,6,Highly Urban/ Urban
2262,38223.483845,1,56,1,15,"$88,858",No,"$249,331",Yes,z_F,PhD,Lawyer,20,Private,"$5,670",4,z_SUV,no,"$4,906",2,No,2,19,Highly Urban/ Urban
2265,5296,0,56,0,16,"$38,338",No,,Yes,M,<High School,z_Blue Collar,26,Private,"$2,160",6,Minivan,no,$0,0,Yes,3,6,Highly Urban/ Urban
2266,1906,0,38,0,12,,No,"$99,549",Yes,z_F,z_High School,Home Maker,12,Private,"$5,720",4,Sports Car,no,"$15,635",2,Yes,0,6,Highly Urban/ Urban
2268,5358,0,50,1,15,"$39,861",No,"$216,739",Yes,z_F,Bachelors,Clerical,22,Private,"$10,490",6,z_SUV,no,$0,0,No,0,8,Highly Urban/ Urban
2269,761.56977805,2,45,2,13,"$109,361",No,"$306,852",Yes,z_F,Bachelors,Manager,9,Private,"$1,500",1,z_SUV,no,$0,0,No,0,16,Highly Urban/ Urban
2270,15731.300479,0,51,0,11,,No,"$210,209",z_No,M,z_High School,z_Blue Collar,31,Commercial,"$10,670",1,Pickup,yes,$0,0,No,0,10,Highly Urban/ Urban
2271,3351,0,33,0,7,"$66,604",No,$0,z_No,z_F,Masters,Lawyer,29,Private,"$11,460",1,z_SUV,no,"$1,552",2,No,3,10,Highly Urban/ Urban
2272,5354,0,27,2,11,"$64,412",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,29,Commercial,"$4,200",6,Sports Car,no,"$10,679",2,No,6,6,Highly Urban/ Urban
2274,5179,0,37,0,12,"$62,010",No,$0,z_No,M,Bachelors,Professional,33,Commercial,"$7,700",1,Pickup,yes,$0,0,No,2,10,Highly Urban/ Urban
2275,2985,0,52,0,15,"$99,963",No,"$291,133",Yes,z_F,z_High School,Clerical,33,Commercial,"$29,850",7,Pickup,no,"$6,600",3,No,3,1,Highly Urban/ Urban
2276,18139.393437,0,48,0,11,"$65,240",No,"$189,120",z_No,z_F,z_High School,z_Blue Collar,5,Commercial,"$12,040",7,Sports Car,no,"$5,396",1,No,3,1,Highly Urban/ Urban
2278,4066,0,31,0,7,"$6,249",No,$0,z_No,M,z_High School,Student,9,Commercial,"$10,110",1,Pickup,yes,"$2,511",2,No,2,1,Highly Urban/ Urban
2279,29227.386918,0,40,2,,"$72,640",Yes,$0,z_No,z_F,Masters,Lawyer,17,Private,"$14,330",1,z_SUV,no,$0,0,No,0,14,Highly Urban/ Urban
2280,15720.569902,1,40,3,,"$137,394",Yes,$0,z_No,z_F,Masters,Lawyer,6,Private,"$21,690",6,Minivan,no,"$30,553",3,No,1,18,Highly Urban/ Urban
2281,2611,2,36,3,8,"$34,503",No,"$189,551",Yes,M,z_High School,z_Blue Collar,16,Commercial,"$23,790",11,Minivan,yes,"$39,271",2,Yes,0,1,Highly Urban/ Urban
2282,2277,0,42,0,8,"$24,076",No,$0,z_No,M,<High School,Clerical,43,Private,"$8,110",1,Pickup,yes,"$32,580",2,Yes,5,6,Highly Urban/ Urban
2283,2380,0,47,0,0,$0,No,$0,Yes,M,Bachelors,Student,30,Commercial,"$6,200",1,Pickup,no,$0,0,No,2,9,Highly Urban/ Urban
2284,7571,0,43,0,12,"$46,671",No,"$183,055",z_No,M,<High School,z_Blue Collar,63,Private,"$9,400",13,Pickup,yes,$0,0,No,3,5,Highly Urban/ Urban
2285,15846.19306,0,43,0,11,,No,"$178,766",Yes,z_F,z_High School,Professional,51,Private,"$6,530",1,Sports Car,no,"$8,487",2,No,3,1,Highly Urban/ Urban
2286,3773.5015747,2,39,2,12,"$72,695",No,,Yes,z_F,Masters,Manager,53,Private,"$5,400",1,z_SUV,no,"$5,346",2,No,2,20,Highly Urban/ Urban
2288,5273,1,43,3,15,"$39,564",No,"$205,645",Yes,M,z_High School,z_Blue Collar,30,Commercial,"$33,110",1,Panel Truck,yes,$610,4,No,0,4,Highly Urban/ Urban
2290,7893.1614045,0,42,0,12,"$44,614",No,"$210,753",Yes,z_F,z_High School,Professional,64,Private,"$11,780",1,z_SUV,no,$0,0,Yes,6,11,Highly Urban/ Urban
2292,34639.846696,0,57,0,11,"$113,403",No,"$320,542",z_No,M,PhD,Manager,52,Commercial,"$24,370",6,Panel Truck,no,"$10,457",2,No,0,11,Highly Urban/ Urban
2293,1807,0,29,1,12,"$24,464",No,"$123,024",Yes,M,z_High School,Clerical,17,Commercial,"$6,850",7,Pickup,yes,"$40,703",2,Yes,4,7,Highly Urban/ Urban
2294,8363,0,48,0,11,"$151,979",No,"$395,160",z_No,z_F,PhD,,25,Commercial,"$38,290",3,Panel Truck,no,"$14,968",1,Yes,1,18,Highly Urban/ Urban
2295,3033,0,24,1,10,"$55,492",Yes,$0,z_No,z_F,z_High School,z_Blue Collar,16,Commercial,"$22,330",1,Pickup,yes,$0,0,No,3,1,Highly Urban/ Urban
2297,9543,0,55,0,12,"$62,924",No,"$237,604",z_No,M,Bachelors,Professional,39,Commercial,"$9,310",1,Pickup,yes,$0,0,No,0,14,Highly Urban/ Urban
2298,1537.7669813,0,53,0,13,"$64,993",No,"$241,636",Yes,M,<High School,Clerical,45,Private,"$13,540",4,Minivan,no,"$10,345",2,No,4,1,Highly Urban/ Urban
2300,5153,0,44,3,16,"$48,525",No,"$188,588",Yes,z_F,<High School,z_Blue Collar,42,Private,"$10,750",1,z_SUV,no,"$6,733",1,No,4,8,Highly Urban/ Urban
2301,3177,0,48,0,8,,No,$0,z_No,z_F,Bachelors,Home Maker,25,Private,"$17,220",1,z_SUV,no,"$5,765",2,No,0,12,Highly Urban/ Urban
2302,4622,0,40,0,0,$0,No,$0,z_No,z_F,z_High School,Student,40,Commercial,"$5,500",17,z_SUV,no,$0,0,Yes,5,13,Highly Urban/ Urban
2303,5247,0,39,0,9,"$42,141",No,"$181,281",z_No,z_F,z_High School,z_Blue Collar,5,Commercial,"$20,080",4,Pickup,no,$0,0,No,2,4,Highly Urban/ Urban
2304,4934,0,25,1,10,"$35,714",Yes,$0,z_No,M,<High School,Clerical,28,Private,"$18,850",7,Van,no,$0,0,No,1,1,Highly Urban/ Urban
2305,4102,3,38,3,17,"$3,151",No,"$107,534",Yes,M,z_High School,Student,39,Commercial,"$5,620",1,Pickup,no,$0,0,Yes,0,1,Highly Urban/ Urban
2307,15871.252782,0,38,3,14,"$40,542",Yes,$0,z_No,z_F,z_High School,Clerical,26,Private,"$6,210",4,Sports Car,no,"$24,066",1,Yes,0,8,Highly Urban/ Urban
2308,2251,0,48,0,11,"$73,806",No,"$216,274",z_No,z_F,z_High School,z_Blue Collar,16,Commercial,"$8,850",3,z_SUV,no,$0,0,No,0,1,Highly Urban/ Urban
2309,4306,0,49,0,0,$0,No,,z_No,z_F,Bachelors,Home Maker,28,Private,"$28,620",1,Minivan,no,$0,0,No,1,12,Highly Urban/ Urban
2310,3974,0,43,0,15,,No,"$229,294",Yes,z_F,z_High School,z_Blue Collar,18,Commercial,"$14,770",1,z_SUV,no,"$7,456",2,No,4,1,Highly Urban/ Urban
2311,5161,0,54,0,10,"$41,345",No,"$140,075",Yes,M,z_High School,z_Blue Collar,35,Commercial,"$15,870",1,Minivan,no,"$8,877",1,No,6,1,Highly Urban/ Urban
2312,3374,0,48,0,11,"$34,449",No,"$164,590",Yes,M,<High School,z_Blue Collar,47,Private,"$1,500",1,Minivan,yes,$0,0,No,3,1,Highly Urban/ Urban
2313,2581,0,42,0,11,"$50,613",No,$0,z_No,z_F,z_High School,Clerical,45,Private,"$18,170",4,Minivan,no,"$6,784",2,No,4,1,Highly Urban/ Urban
2315,4824,0,51,0,9,"$44,977",No,,Yes,M,z_High School,z_Blue Collar,41,Commercial,"$6,000",10,Pickup,yes,"$8,060",2,No,6,1,Highly Urban/ Urban
2316,1098,0,59,2,0,,No,"$119,473",Yes,M,Bachelors,Student,45,Commercial,"$7,400",3,Pickup,yes,"$3,903",4,No,3,11,Highly Urban/ Urban
2319,4940,0,36,0,8,"$51,358",No,"$178,375",Yes,z_F,Bachelors,Professional,25,Private,"$1,500",7,z_SUV,no,$0,0,No,0,6,Highly Urban/ Urban
2320,1840,0,52,0,0,$0,No,$0,Yes,z_F,z_High School,Student,62,Commercial,"$19,240",17,Minivan,no,"$6,902",2,Yes,3,9,Highly Urban/ Urban
2322,5632,0,31,2,7,"$41,196",No,"$180,045",Yes,z_F,z_High School,z_Blue Collar,39,Commercial,"$26,220",4,Minivan,no,"$9,960",2,No,4,1,Highly Urban/ Urban
2323,2635,0,54,0,,"$73,830",No,"$262,020",Yes,z_F,Masters,Professional,43,Private,"$16,710",10,Minivan,no,"$4,086",4,No,0,16,Highly Urban/ Urban
2325,1459,0,61,0,11,"$53,354",No,$0,z_No,z_F,<High School,z_Blue Collar,41,Private,"$1,500",7,Sports Car,no,$0,0,No,0,,Highly Urban/ Urban
2326,4460,0,60,0,16,"$3,103",No,"$114,402",Yes,z_F,z_High School,Home Maker,34,Private,"$14,560",1,z_SUV,no,"$25,947",1,Yes,3,9,Highly Urban/ Urban
2327,3851,0,26,1,15,"$157,649",No,"$362,484",Yes,M,Masters,,35,Private,"$4,100",7,Minivan,yes,"$4,364",5,No,3,17,Highly Urban/ Urban
2328,2344,0,52,0,0,$0,No,"$131,093",Yes,z_F,<High School,Home Maker,22,Private,"$1,500",1,z_SUV,no,"$6,997",3,No,0,5,Highly Urban/ Urban
2329,6203,0,50,0,0,$0,No,$0,Yes,z_F,<High School,Student,27,Private,"$1,500",1,Sports Car,no,"$10,709",3,No,6,7,Highly Urban/ Urban
2330,3311,0,25,4,0,$0,No,"$86,545",Yes,z_F,<High School,Home Maker,17,Private,"$17,350",6,z_SUV,no,"$1,430",2,No,7,5,Highly Urban/ Urban
2331,2724,0,47,0,9,"$54,841",No,"$209,723",Yes,z_F,z_High School,z_Blue Collar,40,Commercial,"$17,650",3,z_SUV,no,$0,0,No,3,1,Highly Urban/ Urban
2332,1107,0,46,0,7,"$39,393",No,"$176,823",z_No,M,Bachelors,z_Blue Collar,8,Commercial,"$10,040",11,Pickup,yes,$0,0,Yes,0,7,Highly Urban/ Urban
2333,3868,0,32,3,8,,No,"$108,287",Yes,M,z_High School,z_Blue Collar,5,Commercial,"$8,450",6,Pickup,no,$0,0,No,1,1,Highly Urban/ Urban
2334,4165,0,37,0,9,"$45,464",No,$0,z_No,z_F,Masters,Lawyer,35,Private,"$11,920",14,z_SUV,no,"$3,964",1,No,4,15,Highly Urban/ Urban
2335,1373,0,50,0,0,$0,No,"$55,078",Yes,z_F,PhD,Home Maker,27,Private,"$2,590",1,Sports Car,no,"$5,559",1,No,1,9,Highly Urban/ Urban
2336,6528,0,58,0,15,"$43,393",No,"$157,054",Yes,z_F,z_High School,z_Blue Collar,45,Commercial,"$28,690",10,Pickup,no,"$11,068",3,No,0,,Highly Urban/ Urban
2337,4117,1,57,2,16,"$193,618",No,"$474,628",Yes,z_F,PhD,Doctor,53,Private,"$41,440",1,Pickup,no,"$1,277",3,No,3,13,Highly Urban/ Urban
2338,2582,1,46,0,11,"$34,208",No,"$160,959",Yes,M,z_High School,Clerical,35,Commercial,"$9,090",3,z_SUV,no,"$6,583",2,No,2,1,z_Highly Rural/ Rural
2339,3853,0,30,1,10,"$39,710",No,"$173,759",Yes,M,z_High School,z_Blue Collar,32,Commercial,"$21,920",4,Van,no,$0,0,No,0,10,Highly Urban/ Urban
2341,3538.9711289,0,48,0,10,"$44,770",No,"$162,374",z_No,M,Masters,Lawyer,66,Private,"$5,980",1,Pickup,yes,$0,0,No,4,14,Highly Urban/ Urban
2342,1469,0,47,0,12,"$48,696",No,"$212,014",z_No,z_F,Bachelors,Professional,46,Private,"$15,390",4,Pickup,no,"$33,521",3,Yes,1,-3,Highly Urban/ Urban
2344,3979,0,28,3,13,"$43,910",No,"$179,794",Yes,M,<High School,Clerical,35,Commercial,"$27,240",1,Panel Truck,no,"$3,460",2,No,0,7,Highly Urban/ Urban
2345,3444,0,27,2,8,"$16,571",Yes,$0,z_No,z_F,<High School,Clerical,5,Private,"$13,890",4,Sports Car,no,"$6,465",3,No,1,,Highly Urban/ Urban
2346,5521,0,49,0,7,"$67,258",No,"$222,040",z_No,M,Masters,Lawyer,28,Private,"$21,760",6,Van,no,$0,0,No,1,10,Highly Urban/ Urban
2347,5159,0,37,2,12,"$16,829",No,"$150,388",Yes,M,<High School,Clerical,30,Commercial,"$23,830",3,Panel Truck,no,$0,0,Yes,0,1,Highly Urban/ Urban
2348,726,1,37,2,12,$77,No,"$77,025",Yes,z_F,<High School,Student,24,Private,"$8,620",1,z_SUV,no,"$5,289",2,No,5,1,Highly Urban/ Urban
2350,64181.710329,0,58,0,14,"$56,858",No,"$201,989",z_No,M,Bachelors,z_Blue Collar,17,Commercial,"$17,480",4,Van,no,$0,0,No,1,1,z_Highly Rural/ Rural
2351,6293,2,44,3,13,"$18,154",No,"$108,984",Yes,M,<High School,z_Blue Collar,77,Private,"$8,330",6,Pickup,yes,"$3,401",2,No,2,1,Highly Urban/ Urban
2354,1168,0,44,0,9,"$79,664",No,$0,z_No,z_F,Bachelors,Professional,25,Private,"$6,220",4,Sports Car,no,$0,0,No,1,1,Highly Urban/ Urban
2355,3981,0,35,0,8,"$61,486",No,"$190,316",z_No,z_F,Masters,Lawyer,14,Private,"$5,000",6,z_SUV,no,$0,0,No,3,,Highly Urban/ Urban
2356,1921.1250373,0,41,2,13,"$67,216",No,,Yes,z_F,Bachelors,z_Blue Collar,39,Commercial,"$27,240",4,Sports Car,no,"$7,776",2,No,8,,Highly Urban/ Urban
2357,1261,0,58,0,11,"$101,448",No,"$329,765",Yes,M,Bachelors,Professional,32,Private,"$17,440",1,Van,no,$0,0,No,0,12,Highly Urban/ Urban
2358,2977,0,50,0,14,"$31,436",No,$0,z_No,z_F,z_High School,Clerical,33,Private,"$4,680",4,z_SUV,no,"$6,909",4,No,3,1,z_Highly Rural/ Rural
2359,4185,0,40,0,11,"$43,386",No,"$132,248",z_No,z_F,Bachelors,Manager,20,Private,"$21,880",10,z_SUV,no,$702,3,No,1,7,Highly Urban/ Urban
2360,6777,0,43,2,11,,Yes,,z_No,M,<High School,Clerical,29,Commercial,"$7,750",10,Pickup,no,"$2,741",2,No,6,1,Highly Urban/ Urban
2361,7345,0,36,2,10,"$34,057",No,"$204,508",Yes,M,<High School,z_Blue Collar,38,Commercial,"$6,210",4,Pickup,yes,"$7,098",3,No,6,7,z_Highly Rural/ Rural
2362,3041,0,53,2,,"$119,273",No,"$321,164",Yes,z_F,PhD,,18,Commercial,"$40,880",1,Panel Truck,no,$0,0,No,1,23,Highly Urban/ Urban
2363,4405.2207954,0,35,2,14,"$4,290",No,$0,Yes,M,<High School,Student,35,Commercial,"$5,430",1,Pickup,yes,"$6,570",2,No,6,1,Highly Urban/ Urban
2364,4337,2,44,3,12,"$2,511",Yes,$0,z_No,z_F,z_High School,Student,60,Private,"$17,370",4,Sports Car,no,$0,0,Yes,1,7,z_Highly Rural/ Rural
2366,5899,0,47,0,0,$0,No,$0,z_No,z_F,Masters,Home Maker,17,Private,"$6,200",1,z_SUV,no,$0,0,No,0,17,Highly Urban/ Urban
2367,6639,0,59,0,13,"$66,942",No,"$303,427",Yes,z_F,z_High School,z_Blue Collar,24,Commercial,"$8,390",1,z_SUV,no,"$9,019",3,No,3,9,Highly Urban/ Urban
2368,4290.2158053,2,45,3,14,"$36,912",Yes,$0,z_No,z_F,Bachelors,Clerical,60,Private,"$9,690",9,z_SUV,no,"$34,514",1,Yes,0,12,Highly Urban/ Urban
2369,7552,0,37,3,0,$0,No,"$55,922",Yes,M,z_High School,Student,5,Commercial,"$5,580",4,Pickup,yes,"$12,048",3,Yes,11,1,Highly Urban/ Urban
2371,7052,0,38,1,11,"$1,729",Yes,$0,z_No,M,z_High School,Student,35,Commercial,"$8,860",4,Pickup,no,$0,0,Yes,0,1,z_Highly Rural/ Rural
2372,18689.096986,0,39,0,9,"$40,716",No,"$170,076",Yes,z_F,z_High School,Professional,64,Private,"$10,740",1,Sports Car,no,"$8,784",3,No,2,8,Highly Urban/ Urban
2373,42522.907607,0,46,0,14,"$31,276",No,"$129,120",Yes,z_F,Bachelors,z_Blue Collar,47,Commercial,"$30,070",7,Sports Car,no,"$5,008",1,No,5,9,Highly Urban/ Urban
2374,6752,0,52,0,0,$0,No,$0,z_No,z_F,z_High School,Student,26,Commercial,"$6,700",1,z_SUV,no,"$4,549",2,Yes,2,1,Highly Urban/ Urban
2375,3964,0,34,3,8,"$47,689",No,"$143,574",Yes,z_F,z_High School,z_Blue Collar,50,Commercial,"$25,040",1,Sports Car,no,$0,0,No,1,1,Highly Urban/ Urban
2376,5787,0,53,0,,"$67,799",No,"$227,787",z_No,M,Bachelors,z_Blue Collar,35,Commercial,"$13,580",1,Minivan,yes,"$3,668",4,No,0,11,Highly Urban/ Urban
2377,5438,0,40,1,13,"$114,032",Yes,$0,z_No,z_F,Masters,Manager,65,Private,"$26,780",1,Pickup,no,$0,0,No,3,2,Highly Urban/ Urban
2379,1691,0,30,0,7,"$54,275",No,"$121,341",Yes,z_F,z_High School,Professional,17,Private,"$7,220",1,Sports Car,no,$0,0,No,5,1,Highly Urban/ Urban
2380,77907.430277,0,32,2,0,$0,No,$0,Yes,M,<High School,Student,5,Commercial,"$17,700",13,Minivan,no,"$4,211",2,No,0,6,Highly Urban/ Urban
2381,615,2,36,3,8,"$41,424",Yes,$0,z_No,M,Bachelors,Manager,22,Private,"$15,770",1,Minivan,yes,"$8,174",3,No,2,15,Highly Urban/ Urban
2382,2492,2,62,3,12,"$47,590",Yes,"$179,494",z_No,M,<High School,z_Blue Collar,19,Private,"$22,050",7,z_SUV,no,$0,0,No,1,4,Highly Urban/ Urban
2383,2912,0,51,0,12,,No,"$142,894",Yes,z_F,z_High School,Clerical,18,Private,"$14,620",6,Minivan,no,$0,0,No,0,1,Highly Urban/ Urban
