INDEX,TARGET_FLAG,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
4795,0,25100,28244,48375,DebtCon,Other,28,0,0,303.09508449,,13,31.688818252
4796,0,25100,46614,69750,DebtCon,Office,17,0,0,193.25257944,1,22,33.715351649
4797,0,25100,,59783,DebtCon,Other,,0,0,307.74973593,0,19,39.277021984
4798,0,25100,65633,100776,DebtCon,Other,15,0,1,141.93813032,0,29,40.62020969
4799,0,25100,41314,71357,DebtCon,Office,19,0,0,183.6314283,1,22,33.665534117
4800,0,25100,58042,98964,DebtCon,Other,16,0,1,125.79586391,0,29,38.372223501
4801,0,25100,26889,47061,DebtCon,Other,28,0,0,318.90133251,,13,31.32456596
4802,0,25100,118559,150172,DebtCon,Office,4,,,279.19802143,1,37,42.987979461
4803,0,25100,26211,42517,DebtCon,Other,28,0,0,313.33622787,,12,31.295069566
4804,0,25100,96627,128022,DebtCon,ProfExe,1,0,0,197.63347142,3,37,35.980542351
4805,0,25100,66938,92544,DebtCon,ProfExe,8,1,1,135.66507023,4,26,34.565876305
4807,0,25100,143881,243809,HomeImp,ProfExe,27,0,0,353.99083647,1,18,39.87670703
4809,0,25100,44639,75412,DebtCon,Other,22,,1,284.91367043,0,29,39.518017085
4810,0,25100,24205,54464,DebtCon,Other,25,0,0,116.44076966,0,11,22.459369364
4811,0,25100,137489,168216,DebtCon,Other,7,1,0,211.20898093,1,20,34.767948845
4812,0,25100,108235,201918,DebtCon,Other,24,0,0,199.48646366,0,19,23.652339813
4813,0,25200,94712,127247,DebtCon,Office,8,0,0,166.82201,0,30,39.025926424
4814,0,25200,55283,103324,DebtCon,ProfExe,0,0,0,181.45136816,0,26,32.923860468
4815,0,25200,63258,100392,DebtCon,ProfExe,0,0,0,194.70131583,0,25,35.274460982
4817,0,25200,51789,75569,DebtCon,Other,25,,1,281.9286846,1,30,40.874619093
4819,0,25200,137054,207511,HomeImp,ProfExe,4,0,0,188.57465948,0,27,39.963887657
4822,0,25200,73168,93608,DebtCon,Office,9,0,0,151.12147952,0,21,35.590326769
4823,0,25200,55823,90658,DebtCon,Office,0,0,0,85.314143075,0,22,35.571294933
4825,0,25200,74038,114722,DebtCon,Mgr,9,0,1,304.00415592,1,28,31.360727251
4827,0,25300,137813,214014,HomeImp,ProfExe,5,0,0,187.19250991,0,27,38.656846663
4828,0,25300,139427,245988,HomeImp,ProfExe,28,0,0,366.11015141,1,18,36.27844415
4829,0,25300,115226,153900,DebtCon,Office,6,,,303.01408346,2,36,41.715110686
4830,0,25300,118744,153552,DebtCon,Office,5,,,307.87619897,1,35,43.469263374
4832,0,25300,22361,50688,DebtCon,Other,24,0,0,125.40746401,0,11,25.181498839
4833,0,25300,122933,157009,DebtCon,Mgr,3,0,0,280.57384454,0,24,38.740801417
4834,0,25300,51261,87025,DebtCon,Mgr,4,0,0,249.83618476,2,25,31.658786411
4835,0,25300,56393,86612,DebtCon,Mgr,6,0,0,258.14736866,1,25,33.193875534
4836,0,25300,46780,62536,DebtCon,Office,18,0,0,189.13668831,0,22,30.746724366
4837,0,25300,62540,101165,DebtCon,ProfExe,0,0,0,195.45133124,0,25,35.200864505
4838,1,25400,136322,,DebtCon,ProfExe,2,0,5,303.73793473,1,27,16.644674498
4839,0,25400,76194,98188,DebtCon,Mgr,0,,,245.26785331,5,23,42.138106434
4840,1,25400,107343,192642,DebtCon,Other,1,0,10,192.6716931,1,14,35.759760239
4841,0,25400,61907,87133,DebtCon,Office,0,0,1,81.49211941,0,22,34.36469831
4842,0,25400,149364,210724,HomeImp,Other,10,0,0,266.50672409,1,34,41.617983034
4843,0,25400,82553,107422,DebtCon,Mgr,9,1,0,305.75970536,2,29,32.72167844
4844,0,25400,44800,78000,DebtCon,Other,21,0,0,211.03333333,1,27,
4845,0,25400,158111,209649,HomeImp,Other,10,0,0,254.33618951,1,34,43.136770157
4846,1,25400,83943,129189,DebtCon,Mgr,,1,1,5.2433410438,,41,42.93355731
4848,0,25400,138132,243327,HomeImp,ProfExe,27,0,0,349.94092953,0,19,37.820054519
4849,0,25400,69035,108365,DebtCon,ProfExe,13,0,0,281.22191088,1,33,39.543341495
4850,0,25400,61771,105880,DebtCon,Other,17,0,1,130.15042286,0,29,37.195249012
4851,0,25400,,45369,DebtCon,Other,,,,87.26384702,,12,27.529497704
4852,0,25500,135728,178942,DebtCon,Mgr,0,,,133.9564941,,38,32.425629947
4853,0,25500,,31777,HomeImp,Other,23,0,0,82.293507238,3,15,28.078994114
4854,0,25500,143881,178914,DebtCon,ProfExe,7,0,0,323.0225718,0,35,37.575821975
4855,1,25500,63967,87239,DebtCon,Other,6,0,0,,0,0,33.051073753
4856,0,25500,79689,117577,DebtCon,ProfExe,9,0,0,114.96849873,0,19,26.484886371
4857,0,25500,44562,79481,DebtCon,Other,10,0,0,126.27780817,1,19,40.250738027
4859,0,25500,50847,79738,DebtCon,Other,20,0,0,204.67790067,0,26,35.860087635
4863,0,25500,84267,117833,DebtCon,ProfExe,12,0,1,123.75685647,0,18,27.47115778
4864,0,25500,235839,267506,HomeImp,Self,5,0,0,240.21701392,3,51,39.048427763
4865,0,25500,,121708,DebtCon,Mgr,8,1,0,151.96934115,0,27,33.159940628
4866,0,25500,,44707,DebtCon,Other,,,,95.595496082,,12,27.503570973
4867,0,25500,32458,52329,DebtCon,Other,15,0,0,105.7836806,2,24,29.866278228
4868,0,25500,,43031,DebtCon,Other,,,,89.169267306,,13,28.865282118
4869,0,25500,73083,126995,DebtCon,Office,1,0,0,289.20089863,1,24,37.316207652
4870,0,25600,,51974,DebtCon,Other,,,,100.67686562,,13,28.116067418
4871,0,25600,47936,80600,DebtCon,Other,23,,1,290.47827682,0,30,37.734940524
4872,0,25600,241570,264772,HomeImp,Self,4,1,0,260.74198887,2,50,37.379974648
4873,0,25600,196689,247025,DebtCon,Other,8,0,0,105.42535396,1,25,42.670275302
4874,0,25600,58606,89508,DebtCon,Other,8,1,0,140.71275774,2,30,41.669963714
4875,0,25600,78441,128814,DebtCon,Office,2,0,0,310.50009981,1,24,38.738649619
4876,0,25600,240092,263958,HomeImp,Self,5,1,0,245.67947059,2,51,38.973539329
4877,0,25600,111000,153000,DebtCon,ProfExe,7,0,0,112.63333333,3,27,
4878,1,25600,46000,80000,DebtCon,Other,,0,0,135.9,2,19,
4879,0,25600,76383,103544,DebtCon,Mgr,0,,,222.24219828,5,24,42.93996933
4880,1,25600,105480,126389,DebtCon,Mgr,25,0,2,307.40290366,2,35,36.763824165
4882,1,25600,50910,87358,DebtCon,Other,19,2,0,104.40647219,0,27,42.677450653
4884,1,25600,65030,92453,DebtCon,Other,5,0,0,,0,0,35.028856424
4887,0,25600,76102,119391,DebtCon,Other,5,0,0,87.625382168,1,32,40.929954323
4890,0,25700,31333,56733,DebtCon,Other,13,0,0,97.086150555,2,25,30.619786755
4891,0,25700,32039,54499,DebtCon,Other,15,0,0,114.8074121,2,24,31.142957048
4893,0,25700,26059,51800,DebtCon,Other,24,0,0,118.03113124,0,10,23.085478541
4894,0,25700,50800,85000,DebtCon,Other,23,1,2,184.26666667,1,20,
4895,0,25700,197425,242602,DebtCon,Other,8,0,0,102.96034553,2,26,41.277127172
4896,0,25700,43881,69954,DebtCon,Other,10,0,0,126.47306563,0,20,40.769061823
4898,1,25700,32613,63065,DebtCon,Other,0,0,0,218.48527507,0,22,41.210107042
4899,0,25700,23047,76575,DebtCon,Other,,2,1,104.5662029,2,26,29.296633491
4900,0,25700,85417,98179,HomeImp,,7,,,,,,30.829477167
4901,0,25700,103598,144594,DebtCon,Mgr,19,0,0,217.94482804,0,13,41.135649383
4902,0,25700,63054,104624,DebtCon,Other,15,0,1,132.10711721,0,29,40.205292882
4904,0,25800,,63456,DebtCon,Other,25,0,0,148.81628466,0,8,22.06576364
4905,0,25800,,68913,DebtCon,Other,26,0,0,123.64448805,0,9,22.925136063
4906,0,25800,70804,106892,DebtCon,ProfExe,12,0,0,291.07202753,1,33,40.772283258
4907,0,25800,82058,116330,DebtCon,ProfExe,11,0,1,128.44716991,0,18,27.98945739
4908,0,25800,112388,180313,DebtCon,Sales,16,0,0,295.54600578,0,31,33.241096011
4909,0,25800,137140,167096,DebtCon,Other,7,0,1,209.08528296,1,19,36.18947433
4910,0,25800,,51824,DebtCon,Other,,,,89.599815077,,12,28.546478459
4912,1,25900,42105,73249,DebtCon,Other,2,0,0,109.21115611,3,22,31.809085921
4914,0,25900,,33888,HomeImp,Other,24,0,0,73.858496717,2,14,28.243062567
4915,1,25900,,,DebtCon,Other,20,0,2,190.99656481,0,22,31.16238948
4917,1,25900,58000,95000,,Self,3,0,1,34.666666667,6,28,
4919,0,25900,80663,122372,DebtCon,ProfExe,10,0,1,133.66949395,0,18,26.573930791
4920,0,25900,152071,185893,HomeImp,Self,0,0,0,185.54351198,0,16,40.642278896
4921,0,25900,59575,85837,DebtCon,Other,22,0,1,189.75535052,0,19,24.874615108
4922,0,25900,56784,91401,DebtCon,Office,2,0,1,90.16369704,0,23,34.098931734
4923,0,25900,58693,86469,DebtCon,Office,1,0,1,94.12956341,0,23,32.127562739
4924,1,25900,21852,57518,HomeImp,Other,2,0,0,80.168479422,2,11,31.983686037
4925,0,25900,61064,94714,DebtCon,Office,2,0,0,98.809374842,0,23,34.565944252
4926,1,26000,43314,71303,DebtCon,Other,8,0,7,246.31867494,3,23,43.215233511
4927,0,26000,150773,179077,DebtCon,Other,1,0,0,186.91446699,0,35,38.707779709
4928,0,26000,238005,260479,HomeImp,Self,5,1,0,242.29015949,2,51,35.457658789
4929,0,26000,100548,207647,DebtCon,Other,22,0,0,218.59599134,0,18,26.55949496
4932,0,26000,222681,286283,HomeImp,ProfExe,6,,4,485.94535834,,55,33.239355484
4933,0,26000,139904,172310,DebtCon,Other,6,1,0,204.11441471,0,19,34.83482969
4934,0,26000,75034,100852,DebtCon,Office,10,0,0,152.3539807,0,20,36.356309397
4935,1,26000,79714,,DebtCon,ProfExe,1,0,4,125.76666667,0,23,
4936,1,26000,154000,190000,,Other,0,0,4,171.43333333,3,58,
4937,0,26000,58794,91413,DebtCon,Other,5,0,0,230.68023074,0,19,37.996923331
4938,0,26000,119553,158687,DebtCon,Mgr,5,0,0,290.75850449,0,24,36.977518905
4939,0,26000,81764,118388,DebtCon,ProfExe,9,0,0,130.19241813,0,18,28.154134662
4941,0,26000,47067,63292,DebtCon,Office,17,0,0,174.62101544,2,21,33.673146444
4943,0,26100,75164,108483,DebtCon,Mgr,7,0,0,300.83595806,2,28,30.071402046
4944,0,26100,113266,182082,DebtCon,Sales,18,0,0,304.85246909,1,31,33.193949357
4945,0,26100,150464,203202,HomeImp,Other,10,0,0,248.48194525,1,33,43.112190673
4947,0,26100,80176,113247,DebtCon,Mgr,9,0,1,294.75203341,1,29,33.19212531
4948,0,26100,,151429,,,,,,,,,15.567001073
4949,0,26100,,120470,DebtCon,Mgr,7,0,0,161.2876716,0,27,34.130003661
4950,0,26100,103949,208432,DebtCon,Other,23,0,0,202.59264703,0,18,23.290234477
4951,0,26100,50605,77841,DebtCon,Other,21,,0,286.44820425,1,31,41.173805047
4952,1,26100,73525,,DebtCon,Office,3,1,,106.65229841,0,6,22.508172514
4953,0,26100,20566,50534,DebtCon,Other,24,0,0,140.5532102,1,10,24.098266761
4954,0,26200,105096,136580,DebtCon,Mgr,9,2,0,181.35859173,4,17,39.187361612
4955,0,26200,75096,120859,DebtCon,Other,4,0,0,107.17711768,2,31,38.552978748
4957,0,26200,141109,245422,HomeImp,ProfExe,28,0,0,343.78712232,1,18,38.113555937
4958,0,26200,72648,123582,DebtCon,Office,0,1,0,331.35288565,0,23,37.545837379
4959,0,26200,49323,77160,DebtCon,Other,23,,1,286.18165514,0,29,39.676304649
4960,0,26200,149599,181869,DebtCon,Other,1,0,0,204.02898979,0,35,39.800879561
4962,1,26200,51599,87148,DebtCon,Other,,0,0,129.93392053,2,19,
4963,0,26200,189252,241754,DebtCon,Other,9,0,0,97.314887744,2,25,40.312697726
4964,0,26300,87291,122531,DebtCon,ProfExe,10,0,1,128.48325812,0,18,27.837509605
4967,0,26300,147600,184207,DebtCon,ProfExe,5,0,0,310.34814574,0,35,38.235086271
4968,0,26300,118304,177819,DebtCon,Sales,17,0,0,299.21725229,1,30,34.368269329
4970,0,26300,52394,93307,DebtCon,Other,24,0,1,184.65609577,0,19,23.54869835
4971,0,26300,58369,88124,DebtCon,Other,7,0,0,234.22154725,1,20,37.158294824
4972,0,26300,52296,91041,DebtCon,Other,24,1,2,193.85371322,0,19,24.893781127
4973,0,26300,,51055,DebtCon,Other,,,,70.253394593,,14,28.207435743
4974,0,26300,114956,147793,DebtCon,Office,3,,,296.56015445,2,35,43.807293163
4975,0,26300,,45913,DebtCon,Other,,,,92.577224078,,13,27.924000892
4976,0,26300,,43472,DebtCon,Other,,,,90.080326966,,12,28.688500322
4978,0,26300,78851,109090,DebtCon,Office,8,0,0,405.43042921,0,44,42.341626392
4980,0,26300,94916,127526,DebtCon,ProfExe,0,0,0,195.84762449,2,37,36.018495649
4981,0,26400,43781,66030,DebtCon,Office,17,0,0,184.3849541,2,21,31.489905776
4983,0,26400,73679,98614,DebtCon,Office,10,0,0,151.62870365,0,20,38.159622791
4984,0,26400,130672,212536,DebtCon,ProfExe,10,0,0,221.50683161,3,26,20.269918789
4985,0,26400,128413,207302,DebtCon,ProfExe,9,0,0,228.01513165,3,26,17.872195182
4986,0,26400,122105,165000,DebtCon,Mgr,1,0,0,234.4,2,24,
4987,0,26400,153853,188760,HomeImp,Self,2,0,0,172.57083327,0,17,43.35819405
4988,0,26400,240907,260638,HomeImp,Self,7,1,0,255.41551402,3,51,37.652919106
4990,0,26400,44333,68945,DebtCon,Office,18,0,0,173.49539211,2,21,32.349412052
4992,0,26400,196412,250164,DebtCon,Other,9,0,0,97.278349271,1,26,42.334245998
4993,0,26400,59288,87753,DebtCon,Other,8,1,1,145.88249239,3,29,38.972486705
4994,0,26500,29751,57501,,Office,1,0,0,114.35918901,2,7,37.075471865
4995,0,26500,23742,77878,DebtCon,Other,,2,1,99.37716841,2,26,28.876723751
4996,0,26500,145393,187324,HomeImp,Self,3,0,0,194.22774484,1,16,40.854864993
4997,0,26500,,63918,DebtCon,Other,25,0,0,135.44094715,0,8,20.161387851
4998,0,26500,63345,100332,DebtCon,Other,16,0,0,139.51054588,0,30,38.427444569
4999,0,26500,240782,267675,HomeImp,Self,6,0,0,229.30702576,1,50,37.740918996
5001,0,26500,112059,179599,DebtCon,Sales,15,0,0,313.2053014,0,30,36.359104168
5002,0,26500,77198,131090,DebtCon,Office,0,0,0,312.90880367,0,24,37.830163787
5003,0,26500,,64211,DebtCon,Other,26,0,0,127.4120114,0,10,22.289490827
5004,0,26500,84769,127773,DebtCon,Other,2,0,0,190.86047721,2,25,42.031639133
5005,1,26500,61223,92255,DebtCon,Other,2,0,1,214.03253889,0,17,1.8555399803
5006,0,26500,34678,68000,DebtCon,Mgr,14,1,0,88.3,6,16,
5009,0,26500,76599,119041,DebtCon,Other,4,0,0,97.265658469,1,31,40.12650973
5011,0,26500,,61089,DebtCon,Other,27,0,0,144.19203429,0,9,22.813867857
5012,0,26500,47820,76159,DebtCon,Other,24,,0,282.44500782,0,30,41.288882375
5014,1,26600,62895,103000,DebtCon,Self,1,0,5,187.46666667,2,34,
5016,0,26600,61151,97072,DebtCon,Other,16,0,1,133.44811044,0,29,39.229711537
5017,0,26600,94954,131913,DebtCon,ProfExe,0,1,0,187.14082357,2,37,35.270113219
5019,0,26600,140561,208775,HomeImp,ProfExe,5,0,0,197.52410245,1,27,36.878389116
5020,1,26600,84843,115850,DebtCon,Sales,2,0,0,137.53887762,2,37,42.571889924
5022,0,26600,128238,165316,DebtCon,Mgr,1,0,0,236.06597186,2,23,36.939319169
5023,0,26600,122501,153280,DebtCon,Mgr,2,0,0,289.58172299,0,25,38.129711796
5025,0,26700,40785,75601,DebtCon,Mgr,14,1,0,98.240520895,5,15,34.154228193
5026,0,26700,144243,176096,DebtCon,Other,1,0,0,194.67979612,0,34,40.479243579
5027,0,26700,73468,108774,DebtCon,ProfExe,11,0,0,290.08059139,1,32,39.042204499
5028,0,26700,,120179,DebtCon,Mgr,8,0,0,162.12582,0,27,35.095519931
5029,0,26700,81968,114647,DebtCon,ProfExe,10,0,1,126.70731968,0,19,27.056726972
5030,0,26700,23361,55483,DebtCon,Other,36,0,0,280.80760568,1,23,39.891654292
5033,0,26700,18590,53462,DebtCon,Other,25,0,0,111.99557084,1,11,22.959806769
5034,0,26800,149729,183027,DebtCon,ProfExe,7,0,0,331.25655711,0,34,37.000883221
5035,0,26800,133594,173255,DebtCon,Other,8,0,0,215.968328,1,19,36.946997493
5036,0,26800,145772,193135,DebtCon,ProfExe,12,0,0,147.93879535,0,36,40.904321038
5037,0,26800,96895,144482,DebtCon,Mgr,23,0,0,201.96787517,0,13,40.162160653
5039,0,26800,139309,166621,DebtCon,Other,5,0,0,217.21148262,0,20,35.18585706
5040,1,26800,89146,128923,DebtCon,Mgr,7,2,1,114.46195526,7,16,2.8302971697
5041,0,26800,124199,166404,DebtCon,Mgr,1,0,0,243.94209954,2,23,34.509656884
5042,0,26800,46236,62711,DebtCon,Office,17,0,0,175.07505804,1,22,33.059933638
5043,0,26800,35485,74949,DebtCon,Mgr,14,0,0,84.766624812,5,15,36.191458547
5044,0,26800,145745,211400,HomeImp,ProfExe,6,0,0,184.71163469,1,27,39.848391232
5045,0,26800,213165,282068,HomeImp,ProfExe,5,,4,476.72828095,,55,31.181661193
5047,1,26800,18459,53907,DebtCon,Other,0,0,0,200.41702708,0,6,71.512110567
5048,0,26900,74982,126972,DebtCon,Office,0,0,0,315.81891124,0,23,38.325989849
5050,0,26900,69446,104590,DebtCon,ProfExe,11,0,0,287.27599243,1,32,41.499060427
5051,0,26900,57414,92916,DebtCon,Office,0,0,0,70.281905709,0,22,34.396301781
5052,0,26900,115638,145440,DebtCon,Office,4,,,294.70019205,2,36,43.908645333
5053,1,26900,69000,106500,DebtCon,Sales,0.6,0,1,115.7,2,19,
5057,0,26900,54071,85557,DebtCon,Office,0,0,2,91.209976228,0,22,34.597191903
5058,0,26900,113724,151969,DebtCon,Office,4,,,294.89276272,1,36,42.397248986
5059,0,26900,72848,101736,DebtCon,Office,10,0,0,131.4096343,0,21,36.369027462
5060,0,26900,45763,73797,DebtCon,Other,23,,0,291.59168152,1,29,39.370858155
5061,0,26900,215692,286555,HomeImp,ProfExe,8,,5,468.1781224,,55,30.55300542
5062,1,27000,79218,115721,DebtCon,Other,9,0,0,280.3437201,0,35,33.227763077
5064,0,27000,50375,70656,DebtCon,Other,8,0,0,125.71604137,1,20,43.133844895
5065,0,27000,13718,35684,DebtCon,Other,16,2,0,122.29444677,1,18,24.355759583
5067,0,27000,45482,77000,DebtCon,Office,0.8,0,0,164.3,3,19,
5069,0,27000,54515,82539,DebtCon,Other,20,0,0,203.8613989,0,26,37.11235228
5070,0,27000,45880,82425,DebtCon,Other,21,0,0,212.64422077,0,27,36.997793604
5071,0,27000,54834,85391,DebtCon,Other,9,0,1,132.57854459,2,30,39.305739117
5073,0,27000,60631,86091,DebtCon,Other,24,0,2,200.14145359,1,20,26.248756632
5074,0,27000,23160,58074,DebtCon,Other,36,0,0,275.84323074,1,24,40.133220412
5075,0,27000,,61844,DebtCon,Other,26,0,0,133.09973693,0,8,22.71865262
5076,0,27000,,38356,DebtCon,Other,8,0,,87.474223059,,13,20.927415374
5077,1,27100,63844,101000,DebtCon,Other,8,1,1,128.8,0,22,
5078,0,27100,140305,237302,HomeImp,ProfExe,27,0,0,349.51426763,2,18,37.420847161
5079,0,27100,44095,77587,DebtCon,Mgr,14,1,0,92.140029015,6,15,33.535547201
5080,0,27100,24494,77479,DebtCon,Other,,1,1,101.3129167,1,26,31.124553856
5082,0,27100,33649,63214,,Office,2,0,0,113.03673652,2,6,37.837863874
5084,0,27100,118200,159739,DebtCon,ProfExe,6,0,1,117.15216054,3,27,34.206008445
5085,0,27100,20497,74244,DebtCon,Other,,1,2,93.060342618,1,25,27.361339812
5086,0,27200,70730,93752,DebtCon,Office,8,0,0,165.91933287,0,20,36.170905486
5088,0,27200,83894,121302,DebtCon,ProfExe,6,0,1,124.2746965,0,18,29.732489312
5090,0,27200,61000,104044,DebtCon,Other,16,0,1,141.98123448,0,30,39.546507583
5091,0,27200,101680,134864,DebtCon,Office,10,0,1,150.59619803,0,29,40.880494666
5092,0,27200,97541,126368,DebtCon,ProfExe,0,1,0,186.77854794,3,38,34.81068944
5093,1,27200,61118,35184,DebtCon,Sales,10,4,2,134.6489043,7,23,45.25528966
5094,0,27200,24070,58216,DebtCon,Other,35,0,0,273.34175724,0,24,37.639947331
5095,0,27200,58383,92484,DebtCon,Other,22,1,2,170.07232349,1,20,23.809820262
5096,0,27300,66878,93656,DebtCon,Office,11,0,0,153.79590463,0,20,39.085006344
5097,0,27300,72314,118839,DebtCon,Other,5,0,0,99.693832459,1,31,42.343420263
5099,0,27300,97373,126102,DebtCon,Office,10,0,1,139.13259829,0,28,39.173553951
5101,0,27300,53223,86696,DebtCon,Office,0,0,0,96.070687876,0,22,34.517790505
5102,0,27300,135823,185416,DebtCon,Mgr,1,,,135.35974766,,38,32.794976443
5103,1,27300,106221,137727,DebtCon,Self,3,0,0,300.57451085,3,45,32.560359399
5104,0,27300,37636,73328,DebtCon,Mgr,12,0,0,80.792693759,6,16,34.268228014
5105,0,27300,,37531,HomeImp,Other,22,0,0,82.660269477,2,14,29.609847557
5107,0,27300,,43277,DebtCon,Other,9,0,,101.88661478,,14,20.808196179
5108,0,27300,149950,177309,DebtCon,ProfExe,6,0,0,328.16812274,0,35,39.159553757
5109,0,27300,,116708,DebtCon,Mgr,11,0,0,175.20096024,0,26,33.747826295
5110,0,27300,140773,188414,DebtCon,ProfExe,12,0,0,144.09346485,0,37,41.482803685
5111,0,27400,99900,143437,DebtCon,Mgr,21,0,0,211.10827714,0,12,39.110297625
5112,1,27400,113364,146520,HomeImp,Office,16,1,1,284.3680179,2,13,34.627659402
5113,0,27400,,39858,DebtCon,Other,11,1,,87.379007649,,14,20.588214357
5115,0,27400,195497,246354,DebtCon,Other,8,0,0,89.264427411,1,25,39.664822994
5116,0,27400,51298,90010,DebtCon,Other,6,1,0,146.65622021,3,29,42.159936538
5117,1,27400,23939,56874,DebtCon,Office,3,0,1,197.8,0,11,
5118,0,27400,46575,85263,DebtCon,Office,1,0,0,155.64704116,2,19,39.489317202
5119,0,27400,100951,149305,DebtCon,Mgr,21,0,0,194.53302791,0,13,41.644172047
5121,0,27500,54511,84470,DebtCon,Other,9,0,1,140.24779602,3,29,40.278298303
5122,0,27500,97679,149877,DebtCon,Mgr,23,0,0,193.0056328,0,12,39.415166848
5123,0,27500,145774,206788,HomeImp,ProfExe,4,0,0,191.94101884,0,27,38.001192233
5124,0,27500,132000,179000,DebtCon,ProfExe,1,1,0,226.23333333,2,19,
5125,1,27500,137900,184000,DebtCon,Office,10,0,0,,0,0,
5126,0,27500,150666,192346,HomeImp,Self,3,0,0,177.87147325,0,17,39.978650331
5131,0,27500,23439,47177,DebtCon,Other,25,0,0,112.89450731,0,11,23.022894085
5132,0,27600,54584,86568,DebtCon,Other,22,0,0,214.8157373,1,27,35.223970798
5133,0,27600,73846,100216,DebtCon,ProfExe,12,0,0,282.37066144,1,33,38.191251339
5134,0,27600,60039,86166,DebtCon,Office,0,0,0,100.94932169,0,23,33.820934036
5135,0,27600,121592,153432,DebtCon,Mgr,2,0,0,297.0016085,0,24,40.015316476
5136,0,27600,103898,130784,DebtCon,Office,11,0,0,147.12839778,0,29,42.009813582
5137,0,27600,131887,174323,DebtCon,Mgr,0,0,0,243.05371295,2,24,35.271867032
5138,0,27600,150120,191972,HomeImp,Self,3,0,0,178.03849109,1,16,41.807428045
5139,0,27600,64818,91915,DebtCon,Other,16,0,0,99.604607809,0,17,32.461144333
5140,0,27600,153063,202542,HomeImp,Other,10,0,0,266.93895601,2,33,42.829145821
5141,0,27600,57327,87683,DebtCon,Office,0,0,0,98.521771002,0,23,34.760575409
5143,0,27600,54328,94216,DebtCon,Other,24,1,2,188.39374192,1,19,26.833312167
5145,0,27600,123121,157337,DebtCon,Mgr,2,0,0,283.28285346,0,24,36.948273863
5147,0,27600,112753,155166,DebtCon,ProfExe,6,0,0,124.9909552,3,26,32.088681352
5148,0,27600,129311,188143,DebtCon,Mgr,1,,,122.51688476,,39,30.474173738
5149,0,27600,74964,118507,DebtCon,Other,5,0,0,91.711246204,1,32,39.146755766
5151,0,27700,103249,206521,DebtCon,Other,24,0,0,196.78163285,0,19,25.688176342
5152,1,27700,97834,132396,HomeImp,ProfExe,18,0,2,303.95191452,2,26,6.8870241268
5153,0,27700,54617,87722,DebtCon,Other,9,0,1,132.41138177,3,29,39.631102993
5154,0,27700,73148,101462,DebtCon,ProfExe,10,0,0,264.60538941,0,33,40.475793354
5155,1,27700,,65635,HomeImp,Other,18,0,3,221.1,1,28,
5157,0,27700,25947,49836,DebtCon,Other,24,0,0,120.02585206,0,10,23.810173362
5158,0,27700,77886,114494,DebtCon,ProfExe,9,0,0,118.47135379,0,18,28.344078391
5160,0,27700,149169,183234,DebtCon,ProfExe,8,0,0,314.78583915,0,35,37.636682724
5161,1,27700,19300,39000,DebtCon,Mgr,12,3,0,212.06666667,0,46,
5162,1,27700,83300,,HomeImp,Mgr,20,1,4,247.93333333,1,19,
5163,1,27700,85285,116468,DebtCon,Other,9,0,0,312.80792835,0,36,35.96802437
5164,0,27700,76055,126560,DebtCon,Office,0,0,0,310.6263344,1,23,38.983558116
5165,0,27700,,42515,DebtCon,Other,11,1,,95.043074141,,13,20.209037687
5166,0,27700,120070,153652,DebtCon,Office,4,,,300.16806121,2,35,43.920191228
5167,0,27700,141930,182516,DebtCon,ProfExe,0,0,0,235.63057648,2,19,41.958813501
5168,0,27700,35132,71456,DebtCon,Mgr,13,0,0,84.874967196,5,16,35.650730315
5169,0,27700,67446,99206,DebtCon,ProfExe,11,0,0,286.96597112,0,32,38.995164401
5171,0,27800,96332,123598,DebtCon,ProfExe,1,0,0,190.3137746,2,38,33.855895472
5172,0,27800,19600,50594,DebtCon,Other,24,0,0,137.23404427,1,10,24.522374645
5173,0,27800,64804,97553,DebtCon,Other,15,1,0,105.09866375,1,17,32.177861062
5174,0,27800,127770,169440,DebtCon,Mgr,2,0,0,235.72854702,1,24,34.844155434
5175,0,27800,142356,177328,DebtCon,ProfExe,6,0,0,315.17556745,0,35,38.595990922
5176,0,27800,181405,229116,DebtCon,ProfExe,0,0,0,297.99814427,0,32,43.520428182
5177,0,27900,55859,92179,DebtCon,Office,0,0,1,94.932544383,0,23,33.09789894
5178,0,27900,73630,106757,DebtCon,ProfExe,11,0,0,282.75969838,1,32,38.266573205
5179,0,27900,137006,207997,HomeImp,ProfExe,5,0,0,194.0931469,1,28,36.906075155
5180,0,27900,66027,102745,DebtCon,ProfExe,9,0,0,298.10325142,1,32,38.250306047
5181,0,27900,69589,115061,DebtCon,Other,5,0,0,97.8638453,1,32,41.473971731
5182,1,27900,62264,39604,DebtCon,Sales,10,3,1,118.77826456,7,23,48.077531472
5183,0,27900,149359,192955,HomeImp,Self,0,0,0,172.57959055,1,16,40.135531359
5185,0,27900,50988,81533,DebtCon,Office,1,0,0,167.61445006,2,18,40.620884753
5186,0,27900,113843,156282,DebtCon,ProfExe,7,0,0,109.95962619,2,27,33.942464847
5187,0,27900,135511,184219,DebtCon,ProfExe,1,1,0,241.05228345,2,19,38.606492713
5188,1,27900,90694,121543,DebtCon,Mgr,5,2,1,107.04625061,8,15,0.8381175254
